row_id,mechanisms
322708,Role Playing
322708,Scenario / Mission / Campaign Game
322708,Solo / Solitaire Game
322708,Square Grid
322708,Variable Player Powers
234,Area Majority / Influence
234,Campaign / Battle Card Driven
234,Dice Rolling
234,Events
234,Point to Point Movement
234,Simulation
222509,Area Majority / Influence
222509,Area Movement
222509,Card Play Conflict Resolution
222509,Dice Rolling
222509,Hand Management
222509,Open Drafting
222509,Solo / Solitaire Game
222509,Variable Player Powers
222509,Worker Placement
343905,End Game Bonuses
343905,Follow
343905,Hexagon Grid
343905,Income
343905,Map Addition
343905,Multi-Use Cards
343905,Point to Point Movement
343905,Solo / Solitaire Game
343905,Tile Placement
343905,Track Movement
343905,Variable Set-up
92415,Auction / Bidding
92415,Auction: Turn Order Until Pass
92415,Bids As Wagers
92415,Hand Management
92415,Player Elimination
92415,Predictive Bid
70323,Dice Rolling
70323,Die Icon Resolution
70323,King of the Hill
70323,Open Drafting
70323,Player Elimination
70323,Push Your Luck
70323,Re-rolling and Locking
70323,Take That
352515,Matching
352515,Memory
352515,Questions and Answers
352515,Set Collection
318243,Ordering
194594,"Deck, Bag, and Pool Building"
194594,Dice Rolling
194594,Open Drafting
194594,Random Production
236191,Action Queue
236191,Automatic Resource Growth
236191,Contracts
236191,End Game Bonuses
236191,Hand Management
236191,Income
236191,Loans
236191,Open Drafting
236191,Tags
236191,Take That
236191,Variable Set-up
368305,"Deck, Bag, and Pool Building"
368305,End Game Bonuses
368305,Hexagon Grid
368305,Pattern Building
368305,Set Collection
368305,Solo / Solitaire Game
368305,Tile Placement
368305,Variable Set-up
286751,Action Points
286751,Cooperative Game
286751,Dice Rolling
286751,Modular Board
286751,Multiple Maps
286751,Scenario / Mission / Campaign Game
286751,Variable Player Powers
101721,Deck Construction
101721,Dice Rolling
101721,Grid Movement
101721,Line of Sight
101721,Simultaneous Action Selection
101721,Square Grid
101721,Turn Order: Progressive
101721,Variable Player Powers
454103,Open Drafting
454103,Race
454103,Roll / Spin and Move
454103,Track Movement
454103,Variable Player Powers
367041,Action Retrieval
367041,Area Majority / Influence
367041,"Deck, Bag, and Pool Building"
367041,Dice Rolling
367041,Hand Management
367041,Income
367041,Tech Trees / Tech Tracks
367041,Worker Placement with Dice Workers
315610,Action Points
315610,Cooperative Game
315610,Dice Rolling
315610,Modular Board
315610,Scenario / Mission / Campaign Game
315610,Solo / Solitaire Game
315610,Variable Player Powers
258210,Area Majority / Influence
258210,"Deck, Bag, and Pool Building"
258210,Hand Management
258210,Kill Steal
258210,Race
258210,Solo / Solitaire Game
258210,Take That
258210,Tug of War
258210,"Worker Placement, Different Worker Types"
379629,Hand Management
379629,Open Drafting
379629,Race
379629,Set Collection
381297,Action Points
381297,Campaign / Battle Card Driven
381297,Card Play Conflict Resolution
381297,Cooperative Game
381297,Hand Management
381297,Line of Sight
381297,Multi-Use Cards
381297,Point to Point Movement
381297,Solo / Solitaire Game
381297,Variable Player Powers
198773,Communication Limits
198773,Memory
198773,Team-Based Game
316412,Cooperative Game
316412,Cube Tower
316412,"Deck, Bag, and Pool Building"
316412,Scenario / Mission / Campaign Game
316412,Solo / Solitaire Game
316412,Variable Player Powers
316412,Variable Set-up
128671,Auction / Bidding
128671,Betting and Bluffing
128671,Bribery
128671,Dice Rolling
128671,Grid Movement
128671,Hand Management
128671,Movement Points
128671,Sudden Death Ending
128671,Trading
128671,Variable Player Powers
298069,Catch the Leader
298069,"Deck, Bag, and Pool Building"
298069,Delayed Purchase
298069,Dice Rolling
298069,Grid Movement
298069,Market
298069,Push Your Luck
298069,Race
298069,Re-rolling and Locking
298069,Variable Set-up
31594,Action Drafting
31594,Events
31594,Hand Management
31594,Turn Order: Stat-Based
31594,Variable Set-up
215311,Auction / Bidding
215311,Betting and Bluffing
215311,Hand Management
215311,Moving Multiple Units
215311,Predictive Bid
215311,Track Movement
215311,Variable Player Powers
21348,Hand Management
21348,Network and Route Building
21348,Open Drafting
21348,Point to Point Movement
21348,Set Collection
256226,End Game Bonuses
256226,Modular Board
256226,Open Drafting
256226,Pattern Building
256226,Set Collection
256226,Tile Placement
256226,Turn Order: Claim Action
328565,Area Majority / Influence
328565,Closed Drafting
328565,Set Collection
328565,Tug of War
356033,Action Queue
356033,Hand Management
356033,Selection Order Bid
356033,Set Collection
356033,Simultaneous Action Selection
356033,Take That
356033,Turn Order: Role Order
356033,Variable Phase Order
381248,Cooperative Game
381248,Dice Rolling
381248,Hidden Roles
381248,Modular Board
381248,Player Elimination
381248,Semi-Cooperative Game
381248,Solo / Solitaire Game
381248,Traitor Game
381248,Variable Player Powers
33160,Area Majority / Influence
33160,Hand Management
33160,Open Drafting
33160,Set Collection
33160,Tech Trees / Tech Tracks
34219,Auction / Bidding
34219,Auction: Turn Order Until Pass
34219,Closed Drafting
34219,Commodity Speculation
34219,Hand Management
34219,Set Collection
420087,Interrupts
420087,Push Your Luck
420087,Score-and-Reset Game
420087,Take That
292375,Area Majority / Influence
292375,Command Cards
292375,Income
292375,Investment
292375,Secret Unit Deployment
292375,Semi-Cooperative Game
292375,Solo / Solitaire Game
292375,Turn Order: Claim Action
292375,Worker Placement
292375,"Worker Placement, Different Worker Types"
293141,Dice Rolling
293141,King of the Hill
293141,Open Drafting
293141,Player Elimination
293141,Push Your Luck
1,Alliances
1,Area Majority / Influence
1,Auction / Bidding
1,Dice Rolling
1,Hand Management
1,Simultaneous Action Selection
166669,Action Drafting
166669,Follow
166669,Hand Management
166669,Multi-Use Cards
166669,Set Collection
166669,Variable Phase Order
138161,Area Movement
138161,Dice Rolling
138161,Open Drafting
138161,Pick-up and Deliver
138161,Solo / Solitaire Game
138161,Take That
138161,Trading
138161,Variable Player Powers
265736,End Game Bonuses
265736,Follow
265736,Grid Coverage
265736,Pattern Building
265736,Player Elimination
265736,Solo / Solitaire Game
265736,Square Grid
265736,Turn Order: Progressive
265736,Variable Phase Order
265736,Variable Player Powers
265736,Variable Set-up
151347,Commodity Speculation
151347,"Deck, Bag, and Pool Building"
151347,Hand Management
151347,Open Drafting
151347,Real-Time
151347,Set Collection
151347,Simulation
151347,Trading
150,Flicking
150,Modular Board
150,Race
144592,Area Majority / Influence
144592,Auction / Bidding
144592,Modular Board
144592,Open Drafting
144592,Worker Placement
262543,Race
262543,Targeted Clues
262543,Team-Based Game
325635,Action Points
325635,Card Play Conflict Resolution
325635,Hand Management
325635,Line of Sight
325635,Point to Point Movement
325635,Variable Player Powers
71,Area Majority / Influence
71,Area Movement
71,Hand Management
71,Set Collection
71,Simulation
71,Tech Trees / Tech Tracks
71,Trading
71,Turn Order: Stat-Based
220,Auction / Bidding
220,Auction: Turn Order Until Pass
220,Constrained Bidding
220,Hand Management
355093,Action Drafting
355093,Contracts
355093,Dice Rolling
355093,End Game Bonuses
355093,Income
355093,Rondel
355093,Solo / Solitaire Game
156858,Action Points
156858,Cooperative Game
156858,Dice Rolling
156858,Die Icon Resolution
156858,Hand Management
156858,Pick-up and Deliver
156858,Point to Point Movement
156858,Push Your Luck
156858,Set Collection
156858,Solo / Solitaire Game
156858,Tech Trees / Tech Tracks
156858,Variable Player Powers
182134,Action Points
182134,Events
182134,Hand Management
182134,Secret Unit Deployment
182134,Simulation
182134,Take That
182134,Turn Order: Progressive
503,Chaining
503,Connections
503,Enclosure
503,End Game Bonuses
503,Hexagon Grid
503,Hidden Victory Points
503,Network and Route Building
503,Variable Set-up
66188,Action Queue
66188,Grid Movement
66188,Market
66188,Set Collection
66188,Simultaneous Action Selection
66188,Turn Order: Stat-Based
66188,Worker Placement
338834,Cooperative Game
338834,Deduction
338834,Scenario / Mission / Campaign Game
338834,Solo / Solitaire Game
338834,Storytelling
338834,Team-Based Game
229220,Dice Rolling
229220,Network and Route Building
229220,Open Drafting
229220,Set Collection
229220,Tile Placement
229220,Variable Player Powers
100901,Action Points
100901,Cooperative Game
100901,Dice Rolling
100901,Grid Movement
100901,Pick-up and Deliver
100901,Simulation
100901,Solo / Solitaire Game
100901,Square Grid
100901,Variable Player Powers
186751,Area Movement
186751,Campaign / Battle Card Driven
186751,Command Cards
186751,Dice Rolling
186751,Hand Management
186751,Line of Sight
186751,Open Drafting
186751,Player Elimination
186751,Scenario / Mission / Campaign Game
186751,Simulation
186751,Team-Based Game
186751,Variable Player Powers
17392,Campaign / Battle Card Driven
17392,Dice Rolling
17392,Events
17392,Hand Management
17392,Movement Points
17392,Point to Point Movement
17392,Scenario / Mission / Campaign Game
17392,Simulation
17392,Variable Player Powers
17392,Variable Set-up
353288,Multi-Use Cards
353288,Open Drafting
353288,Set Collection
353288,Turn Order: Time Track
170771,Action Points
170771,Area Movement
170771,Cooperative Game
170771,Dice Rolling
170771,Modular Board
170771,Role Playing
170771,Solo / Solitaire Game
170771,Variable Player Powers
251658,Closed Drafting
251658,Cooperative Game
251658,Hand Management
251658,Layering
251658,Solo / Solitaire Game
251658,Tile Placement
27162,Dice Rolling
27162,Tech Trees / Tech Tracks
27162,Turn Order: Random
27162,Worker Placement with Dice Workers
11,Hand Management
11,Multi-Use Cards
11,Negotiation
11,Set Collection
11,Trading
54625,Action Points
54625,Dice Rolling
54625,Grid Movement
54625,Modular Board
54625,Scenario / Mission / Campaign Game
154809,Area Majority / Influence
154809,Variable Phase Order
18833,Area Movement
18833,Card Play Conflict Resolution
18833,Hand Management
18833,Secret Unit Deployment
18833,Simultaneous Action Selection
18833,Variable Player Powers
55670,Action Points
55670,Dice Rolling
55670,Hand Management
55670,Network and Route Building
55670,Open Drafting
55670,Pick-up and Deliver
55670,Set Collection
204305,Cooperative Game
204305,Narrative Choice / Paragraph
204305,Solo / Solitaire Game
204305,Storytelling
62222,Campaign / Battle Card Driven
62222,Command Cards
62222,Dice Rolling
62222,Grid Movement
62222,Hand Management
62222,Hexagon Grid
62222,Modular Board
62222,Simulation
192153,Action Points
192153,Cooperative Game
192153,Hand Management
192153,Point to Point Movement
192153,Set Collection
192153,Trading
192153,Variable Player Powers
12942,Auction / Bidding
12942,Closed Economy Auction
12942,Push Your Luck
12942,Score-and-Reset Game
12942,Set Collection
161614,Auction / Bidding
161614,Auction: Fixed Placement
161614,Betting and Bluffing
161614,Commodity Speculation
161614,Constrained Bidding
161614,Investment
161614,Market
161614,Open Drafting
161614,Stock Holding
161614,Victory Points as a Resource
158899,Action Queue
158899,Hand Management
158899,Memory
158899,Programmed Movement
158899,Take That
158899,Turn Order: Progressive
158899,Variable Player Powers
144189,Area Majority / Influence
144189,Dice Rolling
144189,Simulation
144189,Solo / Solitaire Game
144189,Variable Phase Order
144189,Variable Player Powers
124708,Area Movement
124708,Cooperative Game
124708,Dice Rolling
124708,Multiple Maps
124708,Role Playing
124708,Scenario / Mission / Campaign Game
124708,Storytelling
124708,Variable Player Powers
40765,Action Points
40765,Area Majority / Influence
40765,Critical Hits and Failures
40765,Dice Rolling
40765,Grid Movement
40765,Hand Management
40765,Hexagon Grid
40765,Modular Board
40765,Movement Points
40765,Tech Trees / Tech Tracks
40765,Trading
404431,Income
404431,Open Drafting
404431,Set Collection
404431,Track Movement
404431,Worker Placement
216600,Contracts
216600,Dice Rolling
216600,End Game Bonuses
216600,Hand Management
216600,Multi-Use Cards
216600,Open Drafting
216600,Push Your Luck
216600,Race
216600,Re-rolling and Locking
216600,Set Collection
216600,Simultaneous Action Selection
216600,Solo / Solitaire Game
216600,Tags
216600,Turn Order: Progressive
216600,Worker Placement with Dice Workers
359438,Action Queue
359438,Area Majority / Influence
359438,"Deck, Bag, and Pool Building"
359438,Hand Management
359438,Investment
359438,Open Drafting
359438,Resource to Move
359438,Roles with Asymmetric Information
359438,Scenario / Mission / Campaign Game
359438,Simultaneous Action Selection
359438,Solo / Solitaire Game
359438,Stock Holding
359438,Turn Order: Claim Action
359438,Variable Player Powers
359438,Victory Points as a Resource
359438,Worker Placement
205398,Action Drafting
205398,Closed Drafting
205398,Income
205398,Lose a Turn
205398,Set Collection
205398,Take That
205398,Turn Order: Role Order
205398,Variable Player Powers
205398,Variable Set-up
264241,Area Majority / Influence
264241,Hand Management
264241,Selection Order Bid
264241,Set Collection
307002,Card Play Conflict Resolution
307002,Communication Limits
307002,Cooperative Game
307002,Hand Management
307002,Solo / Solitaire Game
307002,Sudden Death Ending
307002,Variable Set-up
295564,Action Points
295564,Card Play Conflict Resolution
295564,Hand Management
295564,Line of Sight
295564,Movement Points
295564,Point to Point Movement
295564,Team-Based Game
295564,Variable Player Powers
383607,End Game Bonuses
383607,Tile Placement
383607,Worker Placement
175095,Action Points
175095,Campaign / Battle Card Driven
175095,Cooperative Game
175095,Dice Rolling
175095,Move Through Deck
175095,Point to Point Movement
175095,Ratio / Combat Results Table
175095,Solo / Solitaire Game
63628,Action Retrieval
63628,Auction: Dutch Priority
63628,Closed Drafting
63628,Open Drafting
63628,Race
63628,Take That
63628,Worker Placement
63628,"Worker Placement, Different Worker Types"
290359,Command Cards
290359,"Deck, Bag, and Pool Building"
290359,Dice Rolling
290359,Hexagon Grid
290359,Modular Board
290359,Open Drafting
290359,Simulation
96913,Area Majority / Influence
96913,Auction / Bidding
96913,Voting
96913,Worker Placement
96913,"Worker Placement, Different Worker Types"
11170,Dice Rolling
11170,Grid Movement
11170,Hexagon Grid
11170,Line of Sight
11170,Modular Board
11170,Player Elimination
11170,Three Dimensional Movement
269144,End Game Bonuses
269144,Memory
269144,Open Drafting
269144,Set Collection
269144,Simultaneous Action Selection
36932,Dice Rolling
36932,Grid Movement
36932,Line of Sight
36932,Modular Board
36932,Scenario / Mission / Campaign Game
36932,Variable Player Powers
121,Alliances
121,Area Majority / Influence
121,Area Movement
121,Auction / Bidding
121,Force Commitment
121,Hand Management
121,Map Deformation
121,Team-Based Game
121,Variable Player Powers
256952,Area Movement
256952,Cooperative Game
256952,Dice Rolling
256952,Legacy Game
256952,Variable Player Powers
215341,"Deck, Bag, and Pool Building"
215341,Scenario / Mission / Campaign Game
243,Critical Hits and Failures
243,Dice Rolling
243,Grid Movement
243,Hexagon Grid
243,Interrupts
243,Line of Sight
243,Modular Board
243,Movement Points
243,Ratio / Combat Results Table
243,Scenario / Mission / Campaign Game
243,Secret Unit Deployment
243,Simulation
243,Variable Player Powers
243,Variable Set-up
283393,Action Retrieval
283393,Contracts
283393,"Deck, Bag, and Pool Building"
283393,End Game Bonuses
283393,Hand Management
283393,Melding and Splaying
283393,Open Drafting
283393,Race
283393,Set Collection
283393,Slide / Push
283393,Solo / Solitaire Game
283393,Tags
283393,Track Movement
283393,Variable Player Powers
66362,Commodity Speculation
66362,Dice Rolling
66362,Set Collection
66362,Tile Placement
66362,Track Movement
66362,Turn Order: Time Track
353545,Bingo
353545,Connections
353545,End Game Bonuses
353545,Line Drawing
353545,Network and Route Building
353545,Paper-and-Pencil
239942,Action Queue
239942,Area Majority / Influence
239942,Area Movement
239942,Campaign / Battle Card Driven
239942,"Deck, Bag, and Pool Building"
239942,Hand Management
239942,Modular Board
239942,Variable Player Powers
422732,Hand Management
422732,"I Cut, You Choose"
422732,Race
422732,Relative Movement
422732,Set Collection
422732,Track Movement
176396,End Game Bonuses
176396,Open Drafting
176396,Pattern Building
176396,Set Collection
176396,Square Grid
176396,Tile Placement
176396,Worker Placement
176396,"Worker Placement, Different Worker Types"
293296,Contracts
293296,Open Drafting
293296,Race
293296,Set Collection
79828,Area Majority / Influence
79828,Card Play Conflict Resolution
79828,"Deck, Bag, and Pool Building"
79828,Delayed Purchase
79828,Hand Management
79828,Open Drafting
79828,Point to Point Movement
79828,Simulation
478,Action Drafting
478,Closed Drafting
478,Income
478,Lose a Turn
478,Set Collection
478,Take That
478,Turn Order: Role Order
478,Variable Player Powers
169427,Action Points
169427,Cooperative Game
169427,Dice Rolling
169427,Grid Movement
169427,Hand Management
169427,Modular Board
169427,Role Playing
169427,Scenario / Mission / Campaign Game
169427,Solo / Solitaire Game
169427,Storytelling
169427,Variable Player Powers
194607,"Deck, Bag, and Pool Building"
194607,End Game Bonuses
194607,Hand Management
194607,Layering
194607,Open Drafting
194607,Push Your Luck
194607,Tags
43570,"Deck, Bag, and Pool Building"
43570,Delayed Purchase
43570,Hand Management
43570,Push Your Luck
43570,Solo / Solitaire Game
15062,Communication Limits
15062,Cooperative Game
15062,Dice Rolling
15062,Hand Management
15062,Player Elimination
15062,Semi-Cooperative Game
15062,Set Collection
15062,Sudden Death Ending
15062,Take That
15062,Team-Based Game
15062,Trading
15062,Traitor Game
15062,Tug of War
15062,Variable Player Powers
256730,Action Drafting
256730,Commodity Speculation
256730,Contracts
256730,End Game Bonuses
256730,Market
256730,Network and Route Building
256730,Tile Placement
256730,Turn Order: Claim Action
290236,Auction: Dutch
290236,Contracts
290236,Hand Management
290236,Increase Value of Unchosen Resources
290236,Layering
290236,Open Drafting
290236,Set Collection
290236,Solo / Solitaire Game
180974,Contracts
180974,Open Drafting
180974,Pattern Recognition
180974,Physical Removal
180974,Set Collection
180974,Take That
180974,Variable Set-up
98778,Communication Limits
98778,Cooperative Game
98778,Hand Management
98778,Memory
98778,Ordering
98778,Set Collection
20437,Area Majority / Influence
20437,Catch the Leader
20437,Dice Rolling
20437,Negotiation
20437,Ownership
20437,Random Production
20437,Tile Placement
20437,Trading
270844,Hand Management
270844,Take That
270844,Variable Player Powers
270844,Worker Placement
274960,Contracts
274960,End Game Bonuses
274960,Open Drafting
274960,Set Collection
5404,Area Majority / Influence
5404,Auction / Bidding
5404,Auction: Fixed Placement
5404,Constrained Bidding
5404,Score-and-Reset Game
226522,Cooperative Game
226522,Deduction
136063,Action Points
136063,Bias
136063,Cooperative Game
136063,Grid Movement
136063,Hand Management
136063,Map Deformation
136063,Modular Board
136063,Pick-up and Deliver
136063,Solo / Solitaire Game
136063,Square Grid
136063,Tile Placement
136063,Variable Player Powers
340466,Area Movement
340466,Hand Management
340466,Hidden Roles
340466,Team-Based Game
340466,Traitor Game
340466,Variable Player Powers
233312,Cooperative Game
233312,Dice Rolling
233312,Role Playing
233312,Roll / Spin and Move
233312,Scenario / Mission / Campaign Game
233312,Square Grid
233312,Storytelling
233312,Variable Player Powers
137408,Action Points
137408,Area Majority / Influence
137408,Cube Tower
137408,Grid Coverage
137408,Grid Movement
137408,Modular Board
137408,Movement Points
137408,Open Drafting
137408,Rondel
137408,Tile Placement
162082,Action Queue
162082,Area Majority / Influence
162082,End Game Bonuses
162082,Grid Movement
162082,Hand Management
162082,Hexagon Grid
162082,Modular Board
162082,Multi-Use Cards
162082,Network and Route Building
162082,Victory Points as a Resource
25417,Area Majority / Influence
25417,Campaign / Battle Card Driven
25417,Command Cards
25417,Dice Rolling
25417,Grid Movement
25417,Hand Management
25417,Hexagon Grid
25417,Modular Board
25417,Variable Player Powers
21790,Hand Management
21790,Network and Route Building
21790,Open Drafting
21790,Set Collection
157969,Betting and Bluffing
157969,Bribery
157969,Hand Management
157969,Negotiation
157969,Open Drafting
157969,Role Playing
157969,Set Collection
193042,Bingo
193042,Hand Management
193042,"I Cut, You Choose"
193042,Score-and-Reset Game
193042,Stacking and Balancing
6249,Area Majority / Influence
6249,Hand Management
6249,Open Drafting
6249,Set Collection
6249,Tile Placement
150658,Cooperative Game
150658,Dice Rolling
150658,Hand Management
150658,Point to Point Movement
150658,Push Your Luck
150658,Re-rolling and Locking
150658,Set Collection
150658,Solo / Solitaire Game
150658,Tags
150658,Variable Player Powers
83330,Area Movement
83330,Dice Rolling
83330,Hand Management
83330,Modular Board
83330,Pick-up and Deliver
83330,Role Playing
83330,Scenario / Mission / Campaign Game
83330,Team-Based Game
83330,Variable Player Powers
13,Chaining
13,Dice Rolling
13,Hand Management
13,Hexagon Grid
13,Hidden Victory Points
13,Income
13,Market
13,Modular Board
13,Network and Route Building
13,Race
13,Random Production
13,Take That
13,Trading
13,Variable Set-up
266830,Auction / Bidding
266830,Auction: Sealed Bid
266830,End Game Bonuses
266830,Memory
266830,Set Collection
240196,Cooperative Game
240196,Dice Rolling
240196,Events
240196,Grid Movement
240196,Legacy Game
240196,Line of Sight
240196,Map Addition
240196,Modular Board
240196,Player Elimination
240196,Role Playing
240196,Roles with Asymmetric Information
240196,Scenario / Mission / Campaign Game
240196,Stat Check Resolution
240196,Storytelling
240196,Team-Based Game
240196,Tile Placement
240196,Traitor Game
240196,Variable Player Powers
348450,Area Majority / Influence
348450,"Deck, Bag, and Pool Building"
348450,End Game Bonuses
348450,Movement Points
348450,Multi-Use Cards
348450,Open Drafting
371330,Area Majority / Influence
371330,Auction / Bidding
371330,Dice Rolling
371330,End Game Bonuses
371330,Open Drafting
371330,Solo / Solitaire Game
371330,Turn Order: Claim Action
371330,Variable Phase Order
371330,Variable Player Powers
371330,Worker Placement
371330,"Worker Placement, Different Worker Types"
371433,Deduction
371433,Dice Rolling
371433,Hand Management
371433,Hidden Movement
371433,Multiple Maps
371433,Team-Based Game
371433,Variable Player Powers
191862,Area Majority / Influence
191862,End Game Bonuses
191862,Modular Board
191862,Set Collection
17226,Dice Rolling
17226,Grid Movement
17226,Modular Board
17226,Role Playing
17226,Team-Based Game
17226,Variable Player Powers
336794,Dice Rolling
336794,Events
336794,Real-Time
336794,Relative Movement
336794,Tile Placement
336794,Track Movement
406652,Area Majority / Influence
406652,Card Play Conflict Resolution
406652,Deck Construction
406652,Hand Management
406652,Multi-Use Cards
406652,Open Drafting
406652,Race
117959,Area Majority / Influence
117959,Dice Rolling
117959,Push Your Luck
117959,Re-rolling and Locking
318009,Connections
318009,Dice Rolling
318009,Grid Coverage
318009,Network and Route Building
318009,Open Drafting
318009,Paper-and-Pencil
318009,Worker Placement with Dice Workers
105134,Area Movement
105134,Dice Rolling
105134,Legacy Game
105134,Open Drafting
105134,Player Elimination
105134,Variable Player Powers
712,Dice Rolling
712,Grid Movement
712,Variable Player Powers
245654,Bingo
245654,Connections
245654,Dice Rolling
245654,Line Drawing
245654,Network and Route Building
245654,Paper-and-Pencil
245654,Simultaneous Action Selection
245654,Solo / Solitaire Game
156009,Contracts
156009,Events
156009,Income
156009,Move Through Deck
156009,Open Drafting
156009,Ownership
156009,Push Your Luck
156009,Race
156009,Set Collection
156009,Tags
284435,Contracts
284435,Pattern Building
284435,Race
284435,Rondel
284435,Tile Placement
284435,Turn Order: Time Track
232414,Hand Management
232414,Hidden Victory Points
232414,Multi-Use Cards
232414,Open Drafting
232414,Take That
232414,Victory Points as a Resource
387866,Deck Construction
387866,Hand Management
387866,Income
387866,Take That
84419,Auction / Bidding
84419,Dice Rolling
84419,Grid Movement
84419,Hexagon Grid
84419,Income
84419,Movement Points
84419,Paper-and-Pencil
84419,Secret Unit Deployment
84419,Simulation
84419,Solo / Solitaire Game
84419,Tech Trees / Tech Tracks
84419,Variable Set-up
142379,Area Movement
142379,Enclosure
142379,Hexagon Grid
142379,Modular Board
142379,Open Drafting
142379,Race
142379,Tile Placement
142379,Variable Player Powers
197376,Catch the Leader
197376,Hand Management
197376,Legacy Game
197376,Open Drafting
197376,Scenario / Mission / Campaign Game
197376,Solo / Solitaire Game
197376,Worker Placement
9674,Hand Management
9674,Hexagon Grid
9674,Highest-Lowest Scoring
9674,Pattern Building
9674,Team-Based Game
9674,Tile Placement
424219,Area Majority / Influence
424219,Hand Management
424219,Modular Board
424219,Team-Based Game
424219,Tech Trees / Tech Tracks
424219,Track Movement
424219,Tug of War
144797,Area Majority / Influence
144797,Modular Board
144797,Take That
144797,Variable Player Powers
144797,Worker Placement
144797,"Worker Placement, Different Worker Types"
425549,"Deck, Bag, and Pool Building"
425549,Delayed Purchase
425549,Events
425549,Simultaneous Action Selection
425549,Variable Phase Order
177639,Action Points
177639,Action Retrieval
177639,Grid Movement
177639,Hand Management
177639,Modular Board
177639,Simultaneous Action Selection
177639,Take That
177639,Variable Player Powers
218074,Action Points
218074,Area Movement
218074,Cooperative Game
218074,Team-Based Game
218074,Traitor Game
415776,"Deck, Bag, and Pool Building"
415776,Events
415776,Hand Management
415776,Legacy Game
415776,Move Through Deck
415776,Narrative Choice / Paragraph
415776,Push Your Luck
415776,Scenario / Mission / Campaign Game
415776,Solo / Solitaire Game
153938,Betting and Bluffing
153938,End Game Bonuses
153938,Roll / Spin and Move
153938,Track Movement
153938,Variable Set-up
28023,Dice Rolling
28023,Hand Management
28023,Hidden Victory Points
28023,Race
28023,Roll / Spin and Move
28023,Simultaneous Action Selection
28023,Take That
28023,Track Movement
28023,Turn Order: Progressive
28023,Victory Points as a Resource
252328,Action Queue
252328,Critical Hits and Failures
252328,Dice Rolling
252328,Line of Sight
252328,Movement Template
252328,Player Elimination
252328,Simultaneous Action Selection
252328,Variable Player Powers
196326,Hand Management
196326,Player Elimination
62227,Action / Event
62227,Action Points
62227,Area Majority / Influence
62227,Campaign / Battle Card Driven
62227,Command Cards
62227,Dice Rolling
62227,Events
62227,Hand Management
62227,Point to Point Movement
62227,Scenario / Mission / Campaign Game
62227,Simulation
62227,Solo / Solitaire Game
62227,Stat Check Resolution
62227,Sudden Death Ending
62227,Tug of War
62227,Variable Player Powers
97786,Area Majority / Influence
97786,Area Movement
97786,Dice Rolling
97786,King of the Hill
97786,Variable Player Powers
31999,Grid Movement
31999,Map Reduction
91312,Area Majority / Influence
91312,Dice Rolling
91312,Events
91312,Hand Management
91312,Hidden Roles
91312,Interrupts
91312,Roles with Asymmetric Information
91312,Sudden Death Ending
91312,Take That
31730,Auction / Bidding
31730,Auction: Turn Order Until Pass
31730,Hexagon Grid
31730,Investment
31730,Network and Route Building
31730,Ownership
31730,Stock Holding
31730,Victory Points as a Resource
18,Action Queue
18,Bias
18,Grid Movement
18,Lose a Turn
18,Modular Board
18,Programmed Movement
18,Race
18,Scenario / Mission / Campaign Game
18,Simultaneous Action Selection
280794,Cooperative Game
280794,"Deck, Bag, and Pool Building"
280794,Dice Rolling
280794,Grid Movement
280794,Modular Board
280794,Role Playing
280794,Scenario / Mission / Campaign Game
280794,Solo / Solitaire Game
280794,Storytelling
280794,Variable Player Powers
128996,Area Majority / Influence
128996,Area Movement
128996,Campaign / Battle Card Driven
128996,Command Cards
128996,Dice Rolling
128996,Die Icon Resolution
128996,Simulation
128996,Team-Based Game
128996,Turn Order: Random
128996,Variable Player Powers
146791,Cooperative Game
146791,Dice Rolling
146791,Grid Movement
146791,Modular Board
146791,Role Playing
146791,Variable Player Powers
245961,Dice Rolling
245961,Paper-and-Pencil
245961,Solo / Solitaire Game
133473,Closed Drafting
133473,End Game Bonuses
133473,Hand Management
133473,Score-and-Reset Game
133473,Set Collection
133473,Simultaneous Action Selection
170624,Action Points
170624,Area Majority / Influence
170624,End Game Bonuses
170624,Grid Movement
170624,Hexagon Grid
170624,Mancala
170624,Movement Points
170624,Rondel
170624,Tech Trees / Tech Tracks
170624,Variable Player Powers
262215,Area Majority / Influence
262215,"Deck, Bag, and Pool Building"
262215,Dice Rolling
262215,Hand Management
262215,Network and Route Building
262215,Open Drafting
262215,Solo / Solitaire Game
262215,Victory Points as a Resource
296237,"Deck, Bag, and Pool Building"
296237,Solo / Solitaire Game
181530,Action Points
181530,Area Movement
181530,"Deck, Bag, and Pool Building"
181530,Dice Rolling
181530,Die Icon Resolution
181530,Hexagon Grid
181530,Role Playing
181530,Roll / Spin and Move
181530,Stat Check Resolution
181530,Variable Player Powers
181530,Variable Set-up
17405,Hexagon Grid
17405,Investment
17405,Market
17405,Network and Route Building
17405,Ownership
17405,Stock Holding
17405,Tile Placement
17405,Victory Points as a Resource
125618,Action Queue
125618,Deduction
125618,Hand Management
125618,Selection Order Bid
125618,Set Collection
125618,Simultaneous Action Selection
125618,Take That
125618,Turn Order: Role Order
125618,Variable Phase Order
171668,Communication Limits
171668,Cooperative Game
171668,Hand Management
171668,Move Through Deck
171668,Push Your Luck
171668,Variable Player Powers
170561,Dice Rolling
170561,Open Drafting
170561,Random Production
170561,Variable Set-up
183251,Bingo
