bgg_id,best,recommended,not_recommended
360745,1,1,1
360746,1,1,1
360750,1,1,1
360760,1,1,1
360769,1,1,1
360770,1,1,1
360780,1,1,1
360793,1,1,1
360796,1,1,1
360800,1,1,1
360817,1,1,1
360824,1,1,1
360828,1,1,1
360829,1,1,1
360831,1,1,1
360836,1,1,1
360853,1,1,4+
360864,1,1,1
360871,1,1,1
360874,0+,0+,0+
360875,0+,0+,0+
360878,1,1,1
360880,4,2,1
360881,1,1,1
360882,1,1,1
360888,1,1,1
360891,1,1,1
360893,1,1,1
360894,1,1,1
360895,1,1,1
360898,1,1,1
360900,1,1,1
360901,1,1,1
360902,1,1,1
360905,1,1,1
360906,1,1,1
360907,0+,0+,0+
360908,1,1,1
360913,1,1,1
360915,1,1,1
360916,1,1,1
360917,1,1,1
360918,3,2,1
360933,1,1,1
360934,1,1,1
360936,6,5,1
360937,1,1,1+
360943,1,1,1
360949,1,1,1
360950,1,1,1
360955,1,1,1
360962,1,1,1
360963,1,1,1
360965,1,1,1
360972,1,1,1
360974,1,1,1
360976,1,1,1
360978,7,5,1
360982,1,1,1
360987,1,1,1+
360988,1,1,1
360989,1,1,1
360992,1,1,1
360999,2,3,4+
361000,2,1,4+
361001,2,1,5
361002,4,2,1
361014,1,1,1
361024,1,1,1
361033,1,1,1+
361034,1,1,1
361035,1,1+,1
361037,4,1,1
361038,1,1,1
361043,1,1,1
361044,1,1,1
361045,1,1,1
361046,1,1,1
361047,1,1,1
361069,1,1,1
361070,1,1,1
361071,1,1,1
361072,1,1,1
361074,1,1,1
361075,1,1,1
361076,1,1,1
361077,1,1,1
361078,1,1,1
361079,1,1,1
361082,1,1,1
361083,1,1,1
361086,1,1,1
361088,5,3,1
361090,1,1,1
361091,2,1,1
361092,1,1,1
361093,1,1,1
361100,1,1,1
361102,1,1,1
361117,1,1,1
361139,3,2,1
361160,1,1,1
361161,1,1,1
361166,1,1,1
361167,3,1,1
361168,1,1,1
361169,1,1,1
361170,1,1,1
361171,1,1,1
361173,1,1,1
361175,1,1,1
361177,1,1,1
361178,1,1,1
361187,1,1,1
361193,3,2,1
361194,0+,0+,0+
361198,1,1,1
361199,1,1,1
361200,2,1,1
361201,1,1,1
361202,1,1,1
361204,4,3,1
361215,2,1,1
361216,1,1,1+
361217,1,1,1
361219,1,1,1
361223,1,1,1
361226,1,1,1
361230,1,1,1
361231,1,1,1
361232,1,1,1
361233,1,1,1
361235,1,1,1
361255,1,1,1
361257,1,1,1
361258,1,1,1
361273,1,1,1
361284,2,4,4+
361289,1,1,1
361313,1,1,1
361315,1,1,1
361321,4,2,1
361330,2,1,1
361336,3,2,1
361339,1,1,1
361346,1,1,1
361353,1,1,1
361357,5,3,1
361358,1,1,1
361360,2,1,1
361361,1,1,1
361378,3,2,1
361380,1,1,1
361381,3,4,1
361382,2,1,1
361385,1,1,1
361386,4,1,1
361393,1,1,1
361405,4,2,1
361407,1,1,1
361425,2,1,1
361435,4,1,1
361453,1,1,1
361458,3,2,1
361460,1,1,1
361464,1,1,1
361467,2,1,1
361470,1,1,1
361471,1,1,1
361472,1,1,1
361473,1,1,1
361475,1,1,1
361477,1,1,1
361480,1,1,1
361481,1,1,1
361485,2,3,4+
361486,1,1,1
361501,1,1,1
361505,1,1,1
361507,1,1,1
361509,1,1,1
361523,2,1,2+
361542,1,1,1
361543,1,1,1
361544,1,1,1
361546,1,1,1
361555,1,1,1
361556,1,1,1
361561,1,1,1
361562,1,1,1
361564,1,1,1
361567,0+,0+,0+
361571,1,1,1
361577,4,3,2
361578,1,1,1
361583,2,1,1
361590,1,1,1
361591,1,1,1
361595,1,1,1
361596,1,1,1
361603,1,1,1
361605,1,2,4
361629,1,1,1
361630,1,1,1
361631,1,2,1
361632,1,1,1
361633,1,1,1
361638,1,1,1
361640,1,1,1
361641,1,1,1
361642,1,1,1
361643,1,1,1
361644,2,1,1
361645,1,1,1
361646,1,1,1
361647,2,1,1
361650,1,1,1
361651,1,1,1
361653,1,1,1
361678,1,1,1
361681,1,1,1
361683,1,1,1
361685,1,1,1
361686,1,1,1
361687,1,1,1
361693,1,1,1
361699,1,1,1
361700,0+,0+,0+
361704,1,1,1
361706,1,1,1
361711,1,1,1
361712,2,2,1
361713,1,1,1
361714,3,2,1
361716,1,1,1
361717,1,1,1
361718,1,1,1
361719,1,1,1
361753,1,1,1
361754,1,1,1
361761,2,4,4+
361762,1,1,1
361763,1,1,1
361766,1,1,1
361767,3,1,1
361768,3,2,1
361770,1,1,1
361772,1,1,1
361773,0+,0+,0+
361774,1,1,1
361775,1,1,1
361776,0+,0+,0+
361777,1,1,1
361778,1,1,1
361796,1,1,1
361797,1,1,1
361799,1,1,1
361801,1,1,1
361802,1,1,1
361803,1,1,1
361805,1,1,1
361806,1,1,1+
361810,1,1,1
361814,1,1,1
361815,1,1,1
361816,4,1,1
361825,1,1,1
361826,1,1,1
361846,0+,0+,0+
361876,1,1,1
361877,1,1,1
361878,1,1,1
361880,1,1,1
361881,1,2,5+
361882,1,1,1
361891,2,1,1
361894,1,1,1
361896,1,1,1
361897,1,1,1
361898,1,1,1
361901,1,1,1
361902,1,1,1
361904,1,1,5
361907,1,1,1
361908,1,1,1
361910,0+,0+,0+
361912,0+,0+,0+
361915,0+,0+,0+
361919,1,1,1
361921,1,1,1
361927,1,1,1
361937,1,1,2+
361938,1,1,2+
361970,1,1,1
361971,1,1,1
361972,1,1,1
361973,1,1,1
361981,1,1,1
361983,2,1,1
361985,1,1,1
361986,1,1,1
361987,1,1,1
361988,0+,0+,0+
361989,1,1,1
361991,1,1,1
361992,1,1,1
361993,1,1,1
361994,1,1,1
362007,1,1,1
362008,1,2,1
362009,3,2,1
362018,1,1,1
362019,1,1,1
362021,1,1,1
362022,1,1,1
362023,1,1,1
362024,2,4,1
362025,3,2,1
362028,1,1,1
362034,2,1,1
362062,1,1,1
362074,1,1,1
362084,1,1,1
362086,1,1,1
362095,1,1,1
362096,1,1,1
362097,1,1,1
362098,1,1,1
362099,1,1,1
362100,1,1,1
362101,1,1,1
362105,1,1,1
362110,3,4,1
362114,1,1,1
362116,1,1,1
362117,1,1,1
362119,2,3,1
362122,1,1,1
362142,1,1,1
362147,1,1,1
362149,2,1,1
362159,1,1,1
362160,0+,0+,0+
362161,1,1,1
362162,1,1,1
362165,1,1,1
362187,2,1,4
362199,2,1,4+
362200,1,1,1
362201,5,3,1
362203,1,1,1
362204,0+,0+,0+
362206,1,1,1
362215,1,1,1
362218,1,1,1
362221,1,1,1
362222,1,1,1
362223,1,1,1
362225,1,1,1
362226,1,1,1
362227,1,1,1
362228,1,1,1
362232,1,1,1
362242,1,1,1
362321,1,1,1
362323,1,1,1
362326,1,1,1
362328,1,1,1
362331,1,1,1
362332,1,1,1
362337,1,1,1
362345,1,1,1
362351,1,1,1
362357,1,2,2+
362358,1,1,1
362360,0+,0+,0+
362361,1,1,1
362372,1,1,1
362373,0+,0+,0+
362374,1,1,1
362375,1,1,1
362377,1,1,1
362380,1,1,1
362381,1,1,1
362382,1,1,1
362389,1,1,1
362392,1,1,1
362393,1,3,4
362394,1,1,1
362403,1,1,1
362404,1,1,1
362432,1,1,1
362435,1,1,1
362436,1,1,1
362437,1,1,1
362438,1,1,1
362441,1,1,1
362446,4,1,1
362447,1,1,1
362448,1,1,1
362449,1,1,1
362450,2,1,2+
362459,2,1,1
362461,1,1,1
362466,1,1,1
362467,1,2,2+
362469,1,1,1
362470,1,1,1
362472,1,1,1
362473,1,1,1
362474,1,1,1
362478,1,1,1
362479,1,1,1
362493,1,1,1
362501,1,1,1
362502,1,1,1
362508,1,1,1
362509,1,1,1
362511,0+,0+,0+
362512,0+,0+,0+
362514,0+,0+,0+
362517,2,3,1
362518,1,1,1
362520,1,1,1
362521,1,1,1
362522,1,1,1
362524,1,1,1
362525,1,1,1
362530,1,1,1
362531,1,1,1
362532,1,1,1
362533,1,1,1
362535,1,1,1
362536,1,1,1
362537,1,1,1
362538,1,1,1
362542,1,1,1
362543,1,1,1+
362553,1,1,1
362554,1,1,1
362559,1,1,1
362560,1,1,1
362572,1,1,1
362573,1,1,1
362574,2,1,1
362575,1,1,1
362576,1,1,1
362577,1,1,1
362578,1,1,1
362579,1,1,1
362583,1,1,1
362586,1,1,1
362588,1,1,1
362592,1,1,1
362593,0+,0+,0+
362597,1,1,1
362599,1,1,1
362601,1,1,1
362606,2,1,1
362607,1,1,1
362609,1,1,1
362610,4,3,1
362612,1,1,1
362613,1,1,1
362614,1,1,1
362615,1,1,1
362616,0+,0+,0+
362621,1,1,1
362622,1,1,1
362623,3,2,1
362625,4,2,1
362635,1,1,1
362637,1,1,1
362639,4,3,1
362652,1,2,1
362653,2,4,1
362654,1,1,1
362655,1,1,1
362656,1,1,1
362660,1,1,1
362662,1,1,1
362663,1,1,1
362664,1,1,1
362665,1,1,1
362666,1,1,1
362669,2,1,1
362675,1,1,1
362676,1,1,1
362677,4,3,1
362679,1,1,1
362680,1,1,1
362681,2,1,1
362682,2,1,1
362683,2,1,1
362684,1,1,1
362685,1,1,1
362686,1,1,1
362687,1,1,1
362689,4,2,1
362690,1,1,1
362691,1,1,1
362694,1,1,1
362695,1,1,1
362697,0+,0+,0+
362698,0+,0+,0+
362699,1,1,1
362709,1,1,1
362711,1,1,1
362712,1,1,1
362713,2,1,6
362714,1,1,1
362715,2,1,1
362716,1,1,1
362717,1,1,1
362719,1,2,3
362736,2,1,4+
362738,1,1,1
362741,1,1,1
362766,1,1,1
362775,1,1,1
362779,1,3,1
362780,1,1,1
362781,1,1,1
362784,1,1,1
362792,1,1,1+
362799,1,1,1
362800,3,4,1
362806,1,1,1
362809,1,1,1
362811,1,1,3
362814,1,1,1
362818,2,1,1
362822,1,1,1
362823,1,1,1
362824,1,1,1
362825,1,1,1
362826,1,1,1
362831,1,1,1
362832,1,1,1
362833,1,1,1
362835,1,1,1
362836,1,1,1
362837,1,1,1
362838,1,1,1
362839,4,1,1
362840,2,1,1
362843,1,1,1
362845,1,1,1
362847,1,1,1
362850,1,1,1
362857,1,1,1
362859,3,2,1
362862,2,1,1
362866,1,1,1
362875,1,1,1
362877,1,1,1
362880,1,1,1
362882,2,4,1
362883,2,4,1
362884,2,4,1
362889,4,3,1
362910,1,1,1
362912,1,1,1
362914,2,1,1
362915,1,1,1
362916,1,1,1
362918,1,1,1
362924,1,1,1
362925,1,1,1
362929,0+,0+,0+
362931,1,1,1
362932,1,1,1
362933,1,1,1
362934,1,1,1
362943,1,1,1
362948,1,1,1
362954,1,1,1
362956,4,2,1
362957,1,4,1
362958,1,1,1
362960,1,1,1
362961,1,1,1
362962,1,1,1
362963,1,1,1
362964,1,1,1
362967,1,1,1
362968,0+,0+,0+
362969,0+,0+,0+
362970,0+,0+,0+
362983,1,1,1
362994,1,1,1
362996,2,1,1
362998,1,1,1
362999,1,1,1
363000,1,1,1
363001,0+,0+,0+
363008,1,1,1
363009,1,1,1
363011,1,1,1
363017,1,1,1
363018,4,3,1
363019,2,1,1
363020,1,1,1
363021,1,1,1
363022,2,3,4+
363030,0+,0+,0+
363033,1,1,1
363034,1,1,1
363035,1,1,1
363037,1,1,1
363038,1,1+,1
363041,1,1,1
363048,1,1,1
363049,1,1,1
363050,4,3,1
363054,1,1,1
363055,1,1,1
363058,1,1,1
363062,2,1,2+
363063,0+,0+,0+
363064,1,1,1
363066,1,1,1
363067,1,1,1
363068,1,1,1
363070,1,1,1
363071,1,1,1
363073,1,1,1
363074,1,1,1
363075,2,1,1
363076,1,1,1
363077,3,2,5+
363079,1,1,1
363080,1,1,1
363082,1,1,1
363083,1,1,1
363085,1,1,1
363087,1,1,1
363088,1,1,1
363092,1,1,1
363096,2,1,5
363102,1,1,1
363107,1,1,1
363108,1,1,1
363112,1,1,1
363118,1,1,1
363120,1,1,1
363121,1,1,1
363122,1,1,1
363123,1,1,1
363130,1,1,1
363132,1,1,1
363133,1,1,1
363134,1,1,1
363135,1,1,1
363136,2,1,1
363137,1,1,1
363138,2,2+,1
363139,1,1,1
363140,1,1,1
363141,4,2,1
363149,1,1,1
363150,1,1,1
363151,1,1,1
363152,1,1,1
363153,1,1,1
363154,2,1,1
363155,1,1,1
363156,1,1,1
363157,1,1,1
363158,1,1,1
363159,1,1,1
363160,1,1,1
363161,1,1,1
363164,1,1,1
363168,1,1,1
363176,1,1,1
363182,1,1,1
363185,0+,0+,0+
363186,4,3,5
363187,0+,0+,0+
363189,0+,0+,0+
363190,0+,0+,0+
363193,1,1,1
363194,1,1,1
363196,1,1,1
363198,1,1,1
363201,1,1,1
363202,1,1,1
363203,1,1,1
363210,2,3,1
363211,6,3,1
363216,1,1,1
363217,1,1,1
363218,1,1,1
363221,1,1,1
363222,1,1,1
363223,1,1,1
363224,1,1,1
363230,1,1,1
363231,1,1,1
363232,1,1,1
363233,1,1,1
363234,1,1,1
363236,1,1,1
363239,1,1,1
363240,1,1,1
363264,1,1,1
363271,1,1,1
363272,0+,0+,0+
363275,4,1,1
363277,1,1,1
363289,3,2,1
363290,1,1,1
363291,1,1,1
363292,1,1,1
363293,1,1,1
363294,1,1,1
363296,1,1,1
363297,2,1,3
363298,1,1,1
363308,4,3,2
363309,1,1,1
363313,1,1,1
363314,1,1,1
363316,0+,0+,0+
363317,1,1,1
363318,1,1,1
363320,1,1,1
363322,1,1,1
363323,1,1,1
363324,1,1,1
363325,1,1,1
363326,1,1,1
363327,1,1,1
363328,1,1,1+
363332,3,1,2
363333,1,4,1
363336,1,1,1
363337,1,1,1
363339,2,1,1
363342,1,1,2
363345,1,1,1
363346,0+,0+,0+
363347,3,2,1
363349,1,1,1
363352,1,1,1
363353,1,1,1
363354,1,1,1
363356,1,1,1
363358,1,2,1
363359,1,1,1
363360,1,1,1
363361,1,1,1
363363,1,1,1
363366,1,1,1
363368,1,1,1
363370,1,1,1
363372,1,1,1
363374,1,1,1
363375,1,1,1
363376,1,1,1
363377,1,1,1
363380,0+,0+,0+
363392,2,4,1
363394,2,1,1
363395,1,1,1
363396,0+,0+,0+
363397,2,1,1
363401,3,5,1
363428,1,1,1
363431,3,2,1
363435,0+,0+,0+
363436,0+,0+,0+
363437,0+,0+,0+
363439,0+,0+,0+
363440,0+,0+,0+
363441,0+,0+,0+
363456,0+,0+,0+
363458,1,1,1
363462,1,1,1
363463,4,5,1
363465,1,1,1
363466,1,1,1
363479,1,1,1
363480,3,4,1
363482,1,1,1
363483,4,3,1
363484,0+,0+,0+
363491,1,1,1
363492,1,1,1
363493,1,1,1
363494,1,1,1
363495,1,1,1
363496,1,1+,1
363498,3,2,1
363499,1,1,1
363501,1,1,1
363502,1,1,1
363504,2,1,1
363520,1,1,1
363525,1,1,1
363526,2,1,4+
363527,2,1,2+
363530,1,1,1
363532,1,1,1
363533,1,1,1
363534,1,1,1
363537,1,1,1
363539,1,3,1
363540,1,1,1
363541,1,1,1
363542,3,2,1
363546,1,1,1
363548,1,1,1
363551,1,1,1
363552,1,1,1
363553,1,1,1
363554,1,1,1
363555,1,1,1
363557,6,4,1
363568,1,1,1
363569,1,1,1
363570,1,1,1
363572,1,1,1
363576,1,1,1
363578,1,1,1
363580,1,1,1
363581,1,1,1
363582,4,1,1
363605,1,1,1
363609,2,1,3
363610,1,1,1
363611,1,1,1
363613,2,1,1
363615,2,1,5
363616,2,1,5
363617,2,3,5+
363618,2,3,5+
363619,4,4,6+
363621,1,1,1
363622,2,3,4+
363628,1,1,1
363640,1,1,1
363641,1,1,1
363642,1,1,1
363645,1,1,1
363646,2,1,1
363648,1,1,1
363652,1,1,1
363663,1,1,1
363664,1,1,1
363666,1,1,1
363667,1,1,1
363677,1,1,1
363678,1,1,1
363680,3,2,1
363682,1,1,1
363685,1,1,1
363697,0+,0+,0+
363700,1,1,1
363701,1,1,1
363703,1,1,1
363704,1,1,1
363705,1,1,1
363709,2,3,4+
363715,1,1,1
363725,1,1,1
363727,1,1,1
363730,0+,0+,0+
363733,1,1,1
363734,1,1,1
363757,4,2,1
363759,1,1,1
363762,0+,0+,0+
363763,0+,0+,0+
363766,1,1,1
363777,1,1,1
363787,1,1,1
363789,1,1,1
363790,1,1,1+
363794,1,2,3
363797,1,1,1
363808,1,1,1
363809,1,1,1
363820,1,1+,1
363827,1,1,1
363828,1,1,1
363836,1,1,1
363842,1,1,1
363843,1,1,1
363844,1,1,1
363845,1,1,1
363846,1,1,1
363847,1,1,1
363848,1,1,1
363849,1,1,1
363850,1,1,1
363851,1,1,1
363853,1,1,1
363854,1,1,1
363856,1,1,1
363858,1,1,1
363885,1,1,1
363889,1,1,1
363893,4,1,4+
363894,1,1,1
363900,1,1,1
363901,0+,0+,0+
363902,1,1,1
363925,1,1,1
363927,1,1,1
363930,1,1,1
363932,2,1,1
363933,1,1,1
363934,1,1,1
363935,1,1,1
363936,4,2,1
363937,1,1,1
363938,1,2,1
363939,4,3,5
363940,2,1,2+
363941,2,1,2+
363944,1,1,1
363948,1,1,1
363958,1,1,1
363962,1,1,1
363969,4,1,1
363970,1,2,1
363971,1,1,1
363972,1,1,1
363973,1,1,1
363975,1,1,1
363976,1,1,1
363978,1,1,1
363979,1,1,1
363980,1,1,1
363981,1,1,1
363982,1,1,1
363983,1,1,1
363984,1,1,1
363986,1,1,1
363987,1,1,1
363988,1,1,1
363989,1,1,1
363990,1,1,1
363992,1,1,1
363993,0+,0+,0+
363994,0+,0+,0+
363995,1,1,1
363996,3,2,1
363997,1,1,1
364004,4,2,1
364010,1,1,1
364013,1,1,1
364015,1,1,1
364019,2,4,1
364021,1,1,1
364024,2,1,2+
364026,1,4,1
364027,1,1,1
364030,1,1,1
364031,1,1,1
364032,2,1,3
364040,0+,0+,0+
364041,0+,0+,0+
364044,1,1,1
364045,1,1,1
364046,1,1,1
364050,1,1,1
364054,3,1,1
364056,1,1,1
364059,1,1,1
364060,1,1,1
364061,1,1,1
364065,1,1,1
364099,1,1,1
364100,1,1,1
364102,1,1,1
364106,4,2,1
364107,0+,0+,0+
364109,2,1,1
364112,1,1,1
364113,1,1,1
364150,2,1,1
364153,1,1,1
364154,1,1,1
364155,1,1,1
364159,1,1,1
364162,1,1,1
364164,1,1,1
364167,1,1,1
364170,1,1,1
364171,0+,0+,0+
364180,1,1,1
364181,4,2,1
364182,4,3,1
364195,1,1,1
364196,1,1,1
364205,1,1,1
364214,1,1,1
364222,1,1,1
364224,1,1,1
364225,1,1,1
364226,1,1,1
364229,1,1,1
364230,1,1,1
364232,1,1,1
364233,1,1,1
364234,1,1,1
364236,1,1,1
364237,1,1,1
364238,0+,0+,0+
364240,1,1,1
364241,1,1,1
364242,1,1,1
364265,1,1,1
364267,1,1,1
364269,2,3,1
364270,3,1,4+
364272,1,1,1
364274,1,1,1
364283,1,1,1
364285,1,1,1
364288,1,1,1
364289,1,1,1
364290,1,1,1
364291,1,1,1
364324,4,2,2
364326,1,1,1
364334,1,1,1
364335,2,3,1
364338,1,2,4
364339,3,2,5+
364340,1,1,1
364342,1,2,1
364344,1,1,1
364345,2,1,2+
364347,2,1,1
364348,0+,0+,0+
364350,1,1,1
364351,4,1,1
364352,1,1,1
364353,1,1,1
364355,2,1,1
364358,1,1,1
364359,1,1,1
364360,1,1,1
364361,1,1,1
364362,2,1,1
364365,1,1,1
364366,1,1,1
364384,0+,0+,0+
364387,1,1,1
364390,1,1,1
364391,1,1,1
364392,1,1,1
364394,0+,0+,0+
364396,1,1,1
364398,1,1,1
364399,1,1,1
364400,1,1,1
364402,1,1,1
364405,4,5,1
364426,2,1,4+
364434,1,1,1
364435,1,1,1
364444,1,1,1
364445,1,1,1
364452,1,1,1
364453,1,1,1
364494,1,1,1
364495,1,1,1
364496,0+,0+,0+
364498,1,1,1
364512,1,1,1
364525,1,1,1
364530,0+,0+,0+
364532,1,1,1
364539,1,1,1
364542,1,1,1
364543,2,1,1
364545,2,3,1
364552,1,1,1
364557,1,1,1
364560,1,1,1
364573,1,1,1
364620,1,1,1
364623,2,2,1
364626,1,1,1
364627,1,1,1
364628,1,1,1
364629,2,1,1
364630,1,1,1
364636,4,3,4+
364639,1,1,1
364640,1,3,5
364648,1,1,1
364649,1,1,1
364651,1,1,1
364652,2,3,1
364658,2,1,1
364670,1,1,1
364688,1,1,1
364690,2,1,2+
364693,1,1,1
364695,1,1,1
364696,1,1,1
364730,1,1,1
364732,4,5,3
364736,2,1,1
364737,1,1,1
364738,1,1,1
364741,4,3,1
364742,1,1,1
364745,1,1,1
364752,2,1,1
364759,0+,0+,0+
364762,1,1,1
364768,1,1,1
364769,1,1,1
364770,1,1,1
364773,4,1,1
364777,1,1,1
364778,1,1,1
364780,0+,0+,0+
364782,3,2,1
364789,1,1,1
364790,1,1,1
364794,1,1,1
364795,1,1,1
364798,1,1,1
364799,0+,0+,0+
364800,1,1,1
364810,1,1,1
364815,2,2+,1
364855,1,1,1
364861,1,1,1
364867,1,1,1
364868,1,1,1
364870,2,5,1
364871,2,5,1
364872,1,1,1
364874,0+,0+,0+
364875,1,1,1
364876,4,2,1
364882,1,1,1
364903,9,1,1
364904,1,1,1
364906,1,1,1
364930,1,1,1
364932,1,1,1
364933,1,1,1
364953,1,1,1
364954,1,1,1
364986,1,1,1
364996,1,1,1
364998,1,1,1
365000,1,1,1
365001,1,1,1
365003,0+,0+,0+
365004,0+,0+,0+
365028,1,1,1
365030,0+,0+,0+
365031,1,1,1
365038,1,1,1
365040,1,1,1
365043,1,1,1
365044,1,1,1
365055,1,1,1
365056,4,2,5+
365057,1,1,1
365058,1,1,1
365066,1,1,1
365071,1,1,1
365074,1,1,1
365075,1,1,1
365076,1,1,1
365077,1,1,1
365078,1,1,1
365079,1,1,1
365080,1,1,1
365081,1,1,1
365094,1,1,1
365102,2,1,1
365105,2,1,1
365107,2,1,1
365108,1,1,1
365109,1,1,1
365110,1,1,1
365113,1,1,1
365115,1,1,1
365116,1,1,1
365125,2,1,1
365126,1,1,1
365127,1,1,1
365128,1,3,2
365129,1,1,1
365130,3,1,4+
365131,2,1,2+
365132,1,1,1
365133,1,1,1
365137,2,4,6+
365139,2,1,4+
365141,1,1,1
365142,1,1,1
365143,1,1,1
365148,3,2,6+
365153,1,1,1
365154,4,1,1
365155,1,1,1
365157,1,1,1
365160,1,1,1
365167,1,1,1
365168,1,1,1
365170,1,1,1
365171,1,1,1
365172,1,1,1
365176,1,1,1
365178,1,1,1
365179,1,1,1
365180,1,1,1
365181,1,1,1
365182,1,1,1
365183,1,1,1
365184,1,1,1
365185,1,1,1
365186,3,1,4+
365187,1,1,1
365188,1,1,1
365192,2,3,1
365196,1,1,1
365198,1,1,1
365199,1,1,1
365210,1,1,1
365216,4,3,1
365217,2,1,1
365218,1,1,1
365219,1,1,1
365220,1,1,1
365243,1,1,1
365244,1,1,1
365245,1,1,1
365246,1,1,1
365247,1,1,1
365248,1,1,1
365249,0+,0+,0+
365251,1,2,1
365252,0+,0+,0+
365255,0+,0+,0+
365262,1,1,1
365273,1,1,1
365275,2,3,1
365291,1,1,1
365305,1,1,1
365310,1,1,1
365314,1,1,1
365315,1,1,1
365317,1,1,1
365329,1,1,1
365335,3,4,1
365351,2,1,1
365356,1,1,1
365358,1,1,1
365359,1,1,1
365374,1,1,1
365384,3,1,5+
365385,3,1,5+
365389,1,1,1
365391,4,1,4+
365394,1,1,1
365398,1,1,1
365399,1,1,1
365407,1,1,1
365409,1,1,1
365418,1,1,1
365423,1,1,1
365429,1,1,1
365431,2,2+,1
365432,2,3,1
365433,1,1,1
365436,1,1,1
365437,1,1,1
365438,1,1,1
365440,1,1,1
365441,1,1,1
365444,1,1,1
365447,2,1,2+
365448,3,2,4+
365449,1,1,1
365450,1,1,1
365451,1,1,1
365452,4,3,1
365454,6,4,1
365457,1,1,1
365460,1,1,1
365462,1,1,1
365464,4,3,1
365467,1,1,1
365468,1,1,1
365474,1,1,1
365475,1,1,1
365476,1,1,1
365477,1,1,1
365478,1,1,1
365479,1,1,1
365480,1,1,1
365481,1,1,1
365482,1,1,1
365483,1,1,1
365484,1,1,1
365485,1,1,1
365486,1,1,1
365487,1,1,1
365488,1,1,1
365489,1,1,1
365490,1,1,1
365491,1,1,1
365492,1,1,1
365493,1,1,1
365494,1,1,1
365496,1,1,1
365497,1,1,1
365498,1,1,1
365499,1,1,1
365500,1,1,1
365501,1,1,1
365503,1,1,1
365504,1,1,1
365507,1,1,1
365512,1,1,1
365513,2,3,4+
365514,1,1,1
365515,1,1,1
365521,1,1,1
365536,1,1,1
365538,1,1,1
365548,1,1,1
365549,1,1,1
365550,1,1,1
365568,1,1,1
365581,2,4,1
365589,1,1,1
365590,1,1,1
365591,3,2,1
365592,1,1,1
365595,1,1,1
365596,1,1,1
365602,2,1,1
365603,2,1,2+
365604,1,1,1
365606,1,1,1
365607,1,1,1
365609,1,1,1
365610,1,1,1
365611,1,1,1
365612,1,1,1
365613,1,1,1
365620,1,1,1
365622,1,1,1
365623,1,1,1
365624,2,1,1
365625,2,1,1
365626,2,2,1
365628,1,1,1
365630,1,4,1
365638,1,1,1
365639,1,1,1
365640,4,1,6+
365641,1,1,1
365642,1,1,1
365644,1,1,1
365645,1,1,1
365648,1,1,1
365649,1,1,1
365650,1,1,1
365656,1,1,1
365658,1,1,1
365659,2,3,1
365660,0+,0+,0+
365662,1,1,1
365663,2,1,4
365667,2,1,1
365668,1,1,1
365669,1,1,1
365673,1,1,1
365674,1,1,1
365675,1,1,1
365676,3,2,1
365686,1,1,1
365690,1,1,1
365695,1,1,1
365696,1,1,1
365697,1,1,1
365699,1,1,1
365701,3,2,1
365705,1,1,1
365706,1,1,1
365707,1,1,1
365708,1,1,1
365709,1,1,1
365711,6,1,1
365712,1,1,1
365713,1,1,1
365715,1,1,1
365716,1,1,1
365719,1,1,1
365723,1,1,1
365725,1,1,1
365726,0+,0+,0+
365729,2,1,1
365730,1,1,1
365733,1,1,1
365735,2,3,1
365736,1,1,1
365738,1,1,4
365739,1,1,1
365743,1,1,1
365745,1,1,1
365746,1,1,1
365753,1,1,1
365756,5,4,1
365757,1,1,1
365761,4,3,1
365765,1,1,1
365770,3,2,1
365771,2,1,1
365775,1,1,1
365776,1,1,1
365791,1,1,1
365834,1,1,1
365839,1,1,1
365841,1,1,1
365843,1,1,1
365844,1,1,1
365846,8,2,1
365848,1,1,1
365849,1,6,1
365861,1,1,1
365871,1,1,1
365873,1,1,1+
365874,1,1,1
365879,1,1,1
365891,3,1,4+
365893,1,1,1
365896,1,1,1+
365898,1,1,1+
365902,1,1,1
365903,1,1,1
365904,1,1,1
365911,5,4,1
365912,1,1,1
365913,2,3,4+
365914,2,1,2+
365915,2,1,1
365916,1,1,1
365921,5,4,1
365924,1,1,1
365941,1,1,1
365949,1,1,1
365950,0+,0+,0+
365951,0+,0+,0+
365952,1,1,1
365958,1,1,1
365959,2,3,1
365960,1,2,1
365961,1,1,1
365970,1,1,1
365971,1,1,1+
365974,1,1,1
365977,2,3,1
365979,1,1,1
365980,4,2,1
365981,1,1,1
365985,1,1,1
365986,1,1+,1
365989,1,1,1
366011,1,1,1
366014,1,1,1
366015,1,1,1
366018,1,1,1
366019,1,1,1
366020,1,1,1
366021,1,1,1
366037,1,1,1
366040,1,1,1
366042,1,1,1
366043,1,1,1
366044,5,1,1
366045,4,2,1
366046,1,1,1
366048,1,1,1
366050,3,1,11
366060,1,1,1
366061,1,1,1
366070,1,1,1
366098,1,1,1
366102,1,1,1
366107,1,1,1
366109,1,1,1
366110,1,1,1+
366114,1,1,1
366124,1,1,1
366125,1,1,1
366127,1,1,1
366128,1,1,1
366131,1,1,1
366147,1,1,1
366150,1,1,1
366152,2,1,1
366153,1,1,1
366155,1,1,1
366156,1,1,1
366157,1,1,1
366158,1,1,1
366159,1,1,1
366163,1,1,6
366169,1,1,1
366171,1,1,1
